accession	description(comma-delimited; file_acc_id:status:file_type:file_format:output_type:bio_rep_id:pair,...)	file1	file2	file3
ENCSR074AHH	ENCFF846JAO:released:bed:narrowpeak:peaks:bed:1:-1,ENCFF153HNH:released:bed:narrowpeak:peaks:bed:2:-1,ENCFF198GUB:released:bed:narrowpeak:peaks:bed:3:-1	/users/leepc12/code/ENCODE_downloader/ENCSR074AHH/released/GRCh38/peaks/bed/narrowpeak/rep1/ENCFF846JAO.bed.gz	/users/leepc12/code/ENCODE_downloader/ENCSR074AHH/released/GRCh38/peaks/bed/narrowpeak/rep2/ENCFF153HNH.bed.gz	/users/leepc12/code/ENCODE_downloader/ENCSR074AHH/released/GRCh38/peaks/bed/narrowpeak/rep3/ENCFF198GUB.bed.gz
